longitude,latitude,elevation,magnitude,magnitude^10,place,id,time,dt,year
127.464,2.872,25.0,6.9,244619406.06547612,Molucca Sea,usp000fh3s,1185428416100,2007-07-26 13:40:16.100,2007
92.518,7.157,15.0,6.1,71334291.16628821,"Nicobar Islands, India region",usp000fh38,1185406651520,2007-07-26 07:37:31.520,2007
-65.777,-22.151,289.5,6.4,115292150.46068476,"Jujuy, Argentina",usp000fgt2,1185032092600,2007-07-21 23:34:52.600,2007
-71.272,-8.133,644.9,6.1,71334291.16628821,"Acre, Brazil",usp000fgsv,1185024424410,2007-07-21 21:27:04.410,2007
-177.738,-26.295,10.0,6.1,71334291.16628821,south of the Fiji Islands,usp000fggm,1184717255460,2007-07-18 08:07:35.460,2007
-177.744,-26.206,10.0,6.1,71334291.16628821,south of the Fiji Islands,usp000fgeg,1184665167810,2007-07-17 17:39:27.810,2007
134.85,36.808,350.4,6.8,211392282.015721,Sea of Japan,usp000fgc3,1184595457340,2007-07-16 22:17:37.340,2007
138.446,37.535,12.0,6.6,156833688.0910795,"near the west coast of Honshu, Japan",usp000fg9t,1184548402370,2007-07-16 09:13:22.370,2007
-168.035,52.491,15.0,6.1,71334291.16628821,"Fox Islands, Aleutian Islands, Alaska",usp000fg7x,1184504881680,2007-07-15 21:08:01.680,2007
168.597,-15.383,8.0,6.1,71334291.16628821,Vanuatu,usp000fg76,1184491654480,2007-07-15 17:27:34.480,2007
-176.28,51.838,35.0,6.0,60466176.0,"Andreanof Islands, Aleutian Islands, Alaska",usp000fg44,1184363683110,2007-07-14 05:54:43.110,2007
-74.379,-7.933,152.1,6.1,71334291.16628821,northern Peru,usp000fg0p,1184217829340,2007-07-12 13:23:49.340,2007
-93.99,16.35,113.0,6.1,71334291.16628821,"Chiapas, Mexico",usp000ffjx,1183684159000,2007-07-06 09:09:19.000,2007
-30.272,0.715,10.0,6.3,98493029.18817906,central Mid-Atlantic Ridge,usp000ffbw,1183451160810,2007-07-03 16:26:00.810,2007
154.635,-7.979,18.0,6.7,182283780.4551762,"Bougainville region, Papua New Guinea",usp000ff08,1182999130990,2007-06-28 10:52:10.990,2007
108.149,-10.492,10.0,6.0,60466176.0,"south of Java, Indonesia",usp000fexm,1182896583040,2007-06-27 06:23:03.040,2007
-2.626,-55.645,10.0,6.5,134627433.44628906,southern Mid-Atlantic Ridge,usp000fepk,1182644718400,2007-06-24 08:25:18.400,2007
150.962,-3.55,9.0,6.3,98493029.18817906,"New Ireland region, Papua New Guinea",usp000fe95,1182147525680,2007-06-18 14:18:45.680,2007
-90.618,13.554,23.0,6.7,182283780.4551762,offshore Guatemala,usp000fdyv,1181762980180,2007-06-14 03:29:40.180,2007
146.761,-3.316,4.7,6.2,83929936.58683404,Bismarck Sea,usp000fdh6,1181176838130,2007-06-07 08:40:38.130,2007
101.052,23.028,5.0,6.1,71334291.16628821,"Yunnan, China",usp000fd8a,1180820097780,2007-06-03 05:34:57.780,2007
157.293,52.137,116.0,6.4,115292150.46068476,"Kamchatka Peninsula, Russia",usp000fd27,1180556532660,2007-05-31 04:22:12.660,2007
127.343,-1.065,24.0,6.1,71334291.16628821,"Kepulauan Obi, Indonesia",usp000fcze,1180431365600,2007-05-29 17:36:05.600,2007
151.841,-4.587,132.5,6.1,71334291.16628821,"New Britain region, Papua New Guinea",usp000fcyh,1180400607920,2007-05-29 09:03:27.920,2007
-178.202,-30.658,40.7,6.0,60466176.0,"Kermadec Islands, New Zealand",usp000fc64,1179430150250,2007-05-18 03:29:10.250,2007
100.732,20.503,9.0,6.3,98493029.18817906,Laos,usp000fc2v,1179305774120,2007-05-16 16:56:14.120,2007
-80.453,-44.85,10.0,6.1,71334291.16628821,"off the coast of Aisen, Chile",usp000fbf8,1178536516230,2007-05-07 19:15:16.230,2007
-179.315,-19.406,688.0,6.1,71334291.16628821,Fiji region,usp000fbdr,1178488868920,2007-05-07 06:01:08.920,2007
-179.354,-19.401,676.4,6.5,134627433.44628906,Fiji region,usp000fbdn,1178485912500,2007-05-07 05:11:52.500,2007
81.967,34.248,9.0,6.1,71334291.16628821,western Xizang,usp000fb9k,1178355099090,2007-05-05 16:51:39.090,2007
-14.921,-1.41,7.0,6.2,83929936.58683404,north of Ascension Island,usp000fb7d,1178280411750,2007-05-04 20:06:51.750,2007
-179.972,52.007,117.0,6.2,83929936.58683404,"Andreanof Islands, Aleutian Islands, Alaska",usp000favm,1177850517390,2007-04-29 20:41:57.390,2007
-20.208,-60.789,10.0,6.1,71334291.16628821,east of the South Sandwich Islands,usp000fat8,1177768957910,2007-04-28 22:02:37.910,2007
166.863,-14.285,55.0,6.4,115292150.46068476,Vanuatu,usp000fak4,1177508054230,2007-04-25 21:34:14.230,2007
-72.648,-45.243,36.7,6.2,83929936.58683404,"Aisen, Chile",usp000fa97,1177178026310,2007-04-22 01:53:46.310,2007
166.843,-13.838,40.7,6.1,71334291.16628821,Vanuatu,usp000fa95,1177176031930,2007-04-22 01:20:31.930,2007
151.266,-3.548,407.4,6.1,71334291.16628821,"New Ireland region, Papua New Guinea",usp000fa89,1177139568060,2007-04-21 15:12:48.060,2007
125.043,25.623,11.1,6.0,60466176.0,"southwestern Ryukyu Islands, Japan",usp000fa4b,1177035814040,2007-04-20 10:23:34.040,2007
125.108,25.71,9.0,6.3,98493029.18817906,"southwestern Ryukyu Islands, Japan",usp000fa44,1177033556110,2007-04-20 09:45:56.110,2007
125.093,25.722,10.0,6.1,71334291.16628821,"southwestern Ryukyu Islands, Japan",usp000fa3r,1177028800600,2007-04-20 08:26:40.600,2007
147.964,-58.015,10.0,6.4,115292150.46068476,west of Macquarie Island,usp000f9va,1176729638230,2007-04-16 21:20:38.230,2007
-108.836,-35.051,10.0,6.1,71334291.16628821,southern East Pacific Rise,usp000f9mq,1176488659160,2007-04-14 02:24:19.160,2007
-100.198,17.302,34.0,6.0,60466176.0,"Guerrero, Mexico",usp000f9kc,1176442943030,2007-04-13 13:42:23.030,2007
160.96,-61.828,10.0,6.0,60466176.0,Balleny Islands region,usp000f9hz,1176402289030,2007-04-13 02:24:49.030,2007
95.7,2.916,30.0,6.1,71334291.16628821,"Simeulue, Indonesia",usp000f8z7,1175939511620,2007-04-07 17:51:51.620,2007
-24.494,37.306,8.0,6.1,71334291.16628821,Azores Islands region,usp000f8yj,1175929765370,2007-04-07 15:09:25.370,2007
-24.621,37.306,14.0,6.3,98493029.18817906,Azores Islands region,usp000f8r5,1175745410480,2007-04-05 11:56:50.480,2007
169.056,-20.688,10.0,6.5,134627433.44628906,Vanuatu,usp000f8mu,1175684549620,2007-04-04 19:02:29.620,2007
168.828,-20.715,13.0,6.2,83929936.58683404,"Loyalty Islands, New Caledonia",usp000f8mt,1175684427940,2007-04-04 19:00:27.940,2007
156.49,-7.76,17.0,6.4,115292150.46068476,Solomon Islands,usp000f8m0,1175668475960,2007-04-04 14:34:35.960,2007
156.047,-7.141,10.0,6.0,60466176.0,Solomon Islands,usp000f8jn,1175647183950,2007-04-04 08:39:43.950,2007
168.994,-20.633,12.0,6.2,83929936.58683404,"Loyalty Islands, New Caledonia",usp000f8hs,1175631969590,2007-04-04 04:26:09.590,2007
155.801,-7.857,8.0,6.1,71334291.16628821,Solomon Islands,usp000f8fc,1175601867370,2007-04-03 20:04:27.370,2007
70.688,36.451,222.1,6.2,83929936.58683404,"Hindu Kush region, Afghanistan",usp000f8dk,1175571307280,2007-04-03 11:35:07.280,2007
157.386,-8.617,18.0,6.2,83929936.58683404,Solomon Islands,usp000f8cb,1175556023270,2007-04-03 07:20:23.270,2007
157.62,-8.706,14.0,6.2,83929936.58683404,Solomon Islands,usp000f890,1175515343340,2007-04-02 20:02:23.340,2007
156.243,-7.225,34.0,6.1,71334291.16628821,Solomon Islands,usp000f88t,1175510957720,2007-04-02 18:49:17.720,2007
-73.058,-45.382,4.9,6.1,71334291.16628821,"Aisen, Chile",usp000f86j,1175482175900,2007-04-02 10:49:35.900,2007
155.682,-7.303,10.0,6.0,60466176.0,Solomon Islands,usp000f83x,1175462122700,2007-04-02 05:15:22.700,2007
155.741,-7.306,10.0,6.9,244619406.06547612,Solomon Islands,usp000f83w,1175461893150,2007-04-02 05:11:33.150,2007
155.777,-7.169,10.0,6.6,156833688.0910795,Solomon Islands,usp000f83p,1175460451310,2007-04-02 04:47:31.310,2007
156.934,-9.505,24.3,6.1,71334291.16628821,Solomon Islands,usp000f83n,1175460379350,2007-04-02 04:46:19.350,2007
157.043,-8.466,24.0,8.1,1215766545.9056923,Solomon Islands,usp000f83m,1175459998710,2007-04-02 04:39:58.710,2007
-123.27,-56.083,10.0,6.2,83929936.58683404,southern East Pacific Rise,usp000f7zp,1175345343710,2007-03-31 20:49:03.710,2007
169.354,-20.754,35.0,6.9,244619406.06547612,Vanuatu,usp000f7b9,1174784899050,2007-03-25 09:08:19.050,2007
136.588,37.336,8.0,6.7,182283780.4551762,"near the west coast of Honshu, Japan",usp000f7b5,1174783317820,2007-03-25 08:41:57.820,2007
169.357,-20.617,34.0,7.1,325524355.100988,Vanuatu,usp000f7b4,1174783201610,2007-03-25 08:40:01.610,2007
-78.494,4.585,7.0,6.2,83929936.58683404,south of Panama,usp000f6wx,1174183865300,2007-03-18 10:11:05.300,2007
-78.536,4.551,10.0,6.0,60466176.0,south of Panama,usp000f6wd,1174171389620,2007-03-18 06:43:09.620,2007
126.216,1.132,35.0,6.2,83929936.58683404,Molucca Sea,usp000f6w4,1174153346290,2007-03-18 01:42:26.290,2007
-110.537,26.261,26.1,6.0,60466176.0,Gulf of California,usp000f6m4,1173754744400,2007-03-13 10:59:04.400,2007
133.526,43.224,441.2,6.0,60466176.0,"Primor'ye, Russia",usp000f6bx,1173410562760,2007-03-09 11:22:42.760,2007
-7.615,-58.217,10.0,6.2,83929936.58683404,east of the South Sandwich Islands,usp000f6az,1173352471510,2007-03-08 19:14:31.510,2007
140.204,29.908,139.6,6.1,71334291.16628821,"Izu Islands, Japan region",usp000f6aj,1173330212260,2007-03-08 13:03:32.260,2007
100.53,-0.488,11.0,6.3,98493029.18817906,"southern Sumatra, Indonesia",usp000f660,1173160165430,2007-03-06 13:49:25.430,2007
100.498,-0.493,19.0,6.4,115292150.46068476,"southern Sumatra, Indonesia",usp000f65w,1173152978900,2007-03-06 11:49:38.900,2007
-44.594,26.581,10.0,6.0,60466176.0,northern Mid-Atlantic Ridge,usp000f5x2,1172790712070,2007-03-02 07:11:52.070,2007
-29.142,-55.245,10.0,6.2,83929936.58683404,South Sandwich Islands region,usp000f5va,1172704395610,2007-03-01 07:13:15.610,2007
-80.485,-7.006,23.0,6.3,98493029.18817906,off the coast of northern Peru,usp000f5gh,1172284583650,2007-02-24 10:36:23.650,2007
126.975,-1.032,11.0,6.0,60466176.0,"Kepulauan Sula, Indonesia",usp000f582,1171981526340,2007-02-20 22:25:26.340,2007
126.976,-1.034,12.0,6.7,182283780.4551762,"Kepulauan Sula, Indonesia",usp000f57a,1171958665280,2007-02-20 16:04:25.280,2007
143.553,41.794,31.0,6.0,60466176.0,"Hokkaido, Japan region",usp000f500,1171670576760,2007-02-17 08:02:56.760,2007
126.073,5.561,24.0,6.1,71334291.16628821,"Mindanao, Philippines",usp000f4qy,1171284331700,2007-02-12 20:45:31.700,2007
-10.312,35.804,20.0,6.0,60466176.0,Azores-Cape St. Vincent Ridge,usp000f4qu,1171276522750,2007-02-12 18:35:22.750,2007
-122.721,-55.883,10.0,6.2,83929936.58683404,southern East Pacific Rise,usp000f49q,1170623866790,2007-02-05 05:17:46.790,2007
-78.518,19.372,10.0,6.2,83929936.58683404,Cuba region,usp000f49p,1170622619130,2007-02-05 04:56:59.130,2007
-178.002,-29.776,34.0,6.5,134627433.44628906,"Kermadec Islands, New Zealand",usp000f3zy,1170213352290,2007-01-31 11:15:52.290,2007
144.705,20.98,20.0,6.6,156833688.0910795,"Maug Islands region, Northern Mariana Islands",usp000f3za,1170193064370,2007-01-31 05:37:44.370,2007
146.298,-54.74,11.0,6.9,244619406.06547612,west of Macquarie Island,usp000f3xh,1170132890570,2007-01-30 12:54:50.570,2007
121.926,22.564,36.2,6.0,60466176.0,Taiwan region,usp000f3jg,1169722757650,2007-01-25 18:59:17.650,2007
126.345,1.06,23.0,6.2,83929936.58683404,Molucca Sea,usp000f368,1169400775520,2007-01-22 01:32:55.520,2007
126.282,1.065,22.0,7.5,563135147.0947266,Molucca Sea,usp000f34b,1169378865060,2007-01-21 19:27:45.060,2007
-29.533,-55.419,10.0,6.2,83929936.58683404,South Sandwich Islands region,usp000f31t,1169274064560,2007-01-20 14:21:04.560,2007
58.708,10.125,8.0,6.2,83929936.58683404,Carlsberg Ridge,usp000f2wk,1169075929800,2007-01-18 07:18:49.800,2007
139.834,-3.322,100.8,6.0,60466176.0,"Papua, Indonesia",usp000f2uh,1169008106660,2007-01-17 12:28:26.660,2007
156.276,46.913,10.0,6.0,60466176.0,east of the Kuril Islands,usp000f2et,1168709826310,2007-01-14 01:37:06.310,2007
154.524,46.243,10.0,8.1,1215766545.9056923,east of the Kuril Islands,usp000f2ab,1168662201160,2007-01-13 12:23:21.160,2007
127.283,-3.655,13.0,6.0,60466176.0,"Seram, Indonesia",usp000f26m,1168525880740,2007-01-11 22:31:20.740,2007
-177.847,-18.58,406.8,6.3,98493029.18817906,Fiji region,usp000f202,1168289540640,2007-01-09 04:52:20.640,2007
70.312,39.803,16.0,6.0,60466176.0,Kyrgyzstan,usp000f1zv,1168276909910,2007-01-09 01:21:49.910,2007
92.437,8.077,11.0,6.1,71334291.16628821,"Nicobar Islands, India region",usp000f1z8,1168260520510,2007-01-08 20:48:40.510,2007
51.365,13.313,15.0,6.6,156833688.0910795,Gulf of Aden,usp000f1ab,1167467449790,2006-12-30 16:30:49.790,2006
154.424,-5.724,355.0,6.0,60466176.0,"Bougainville region, Papua New Guinea",usp000f14z,1167250538640,2006-12-28 04:15:38.640,2006
154.837,48.321,10.0,6.0,60466176.0,Kuril Islands,usp000f11t,1167146385210,2006-12-26 23:19:45.210,2006
120.493,21.974,10.0,6.9,244619406.06547612,Taiwan region,usp000f115,1167136453800,2006-12-26 20:34:13.800,2006
120.547,21.799,10.0,7.1,325524355.100988,Taiwan region,usp000f114,1167135981140,2006-12-26 20:26:21.140,2006
92.361,10.653,24.0,6.2,83929936.58683404,"Andaman Islands, India region",usp000f0t4,1166817044630,2006-12-23 03:50:44.630,2006
124.684,3.733,213.5,6.3,98493029.18817906,Celebes Sea,usp000f030,1165938483270,2006-12-12 23:48:03.270,2006
154.386,46.153,16.0,6.4,115292150.46068476,east of the Kuril Islands,usp000ezr9,1165518621850,2006-12-08 03:10:21.850,2006
-91.207,13.994,61.2,6.0,60466176.0,Guatemala,usp000ezf4,1165179135910,2006-12-04 04:52:15.910,2006
118.753,-8.261,19.0,6.3,98493029.18817906,"Sumbawa region, Indonesia",usp000ez9y,1164981704260,2006-12-01 22:01:44.260,2006
99.079,3.39,204.0,6.3,98493029.18817906,"northern Sumatra, Indonesia",usp000ez92,1164945501650,2006-12-01 11:58:21.650,2006
-134.359,-53.844,10.0,6.2,83929936.58683404,Pacific-Antarctic Ridge,usp000ez8j,1164921611590,2006-12-01 05:20:11.590,2006
-174.677,-21.297,13.5,6.0,60466176.0,Tonga,usp000ez7y,1164886397020,2006-11-30 19:33:17.020,2006
128.283,2.52,39.0,6.2,83929936.58683404,"Halmahera, Indonesia",usp000ez3h,1164763937920,2006-11-29 09:32:17.920,2006
-104.832,-4.521,10.0,6.1,71334291.16628821,central East Pacific Rise,usp000ey9k,1163962653590,2006-11-20 02:57:33.590,2006
129.895,28.591,22.0,6.2,83929936.58683404,"Ryukyu Islands, Japan",usp000ey17,1163786592260,2006-11-18 02:03:12.260,2006
139.473,-51.996,10.0,6.1,71334291.16628821,western Indian-Antarctic Ridge,usp000exwe,1163708994970,2006-11-17 04:29:54.970,2006
154.468,46.358,9.0,6.0,60466176.0,east of the Kuril Islands,usp000exsc,1163658020770,2006-11-16 14:20:20.770,2006
154.979,47.006,10.0,6.0,60466176.0,Kuril Islands,usp000exmb,1163618725990,2006-11-16 03:25:25.990,2006
154.726,46.483,10.0,6.7,182283780.4551762,east of the Kuril Islands,usp000exg0,1163590855050,2006-11-15 19:40:55.050,2006
155.305,46.652,10.0,6.4,115292150.46068476,east of the Kuril Islands,usp000exfy,1163590498130,2006-11-15 19:34:58.130,2006
154.475,46.371,10.0,6.2,83929936.58683404,east of the Kuril Islands,usp000exfv,1163590162790,2006-11-15 19:29:22.790,2006
154.1,46.086,10.0,6.0,60466176.0,east of the Kuril Islands,usp000exfu,1163590118460,2006-11-15 19:28:38.460,2006
152.647,47.518,10.0,6.0,60466176.0,Kuril Islands,usp000exfs,1163589909000,2006-11-15 19:25:09.000,2006
153.266,46.592,10.0,8.3,1551604118.7205868,Kuril Islands,usp000exfn,1163589253570,2006-11-15 19:14:13.570,2006
127.998,-6.39,345.0,6.1,71334291.16628821,Banda Sea,usp000exd5,1163514061320,2006-11-14 22:21:01.320,2006
151.23,-6.38,11.0,6.2,83929936.58683404,"New Britain region, Papua New Guinea",usp000exac,1163434348980,2006-11-14 00:12:28.980,2006
-63.283,-26.052,572.0,6.8,211392282.015721,"Santiago Del Estero, Argentina",usp000ex8r,1163381195870,2006-11-13 09:26:35.870,2006
151.05,-6.225,12.0,6.2,83929936.58683404,"New Britain region, Papua New Guinea",usp000ex81,1163355686140,2006-11-13 02:21:26.140,2006
151.195,-6.482,11.0,6.6,156833688.0910795,"New Britain region, Papua New Guinea",usp000ewu6,1162921113800,2006-11-08 01:38:33.800,2006
146.637,-5.45,133.2,6.0,60466176.0,"eastern New Guinea region, Papua New Guinea",usp000ews4,1162846611110,2006-11-07 04:56:51.110,2006
-76.618,-13.371,28.1,6.0,60466176.0,near the coast of central Peru,usp000ew3h,1161903272320,2006-10-27 06:54:32.320,2006
125.295,4.898,10.0,6.1,71334291.16628821,"Kepulauan Sangihe, Indonesia",usp000evwc,1161659025280,2006-10-24 11:03:45.280,2006
140.27,29.351,11.0,6.4,115292150.46068476,"Izu Islands, Japan region",usp000evvx,1161638239980,2006-10-24 05:17:19.980,2006
95.987,-45.727,10.0,6.1,71334291.16628821,southeast Indian Ridge,usp000evsd,1161507316760,2006-10-22 16:55:16.760,2006
-76.677,-13.457,23.0,6.7,182283780.4551762,near the coast of central Peru,usp000evkn,1161341336010,2006-10-20 18:48:56.010,2006
167.266,-15.053,115.0,6.4,115292150.46068476,Vanuatu,usp000evf2,1161168332930,2006-10-18 18:45:32.930,2006
150.982,-5.881,32.0,6.7,182283780.4551762,"New Britain region, Papua New Guinea",usp000evbu,1161048312230,2006-10-17 09:25:12.230,2006
-155.9835,20.1281667,16.235,6.0,60466176.0,"Hawaii region, Hawaii",hv6000471,1160932452050,2006-10-16 01:14:12.050,2006
-155.9346667,19.877,38.182,6.7,182283780.4551762,"Hawaii region, Hawaii",hv5532127,1160932069200,2006-10-16 01:07:49.200,2006
-71.368,-31.256,31.0,6.4,115292150.46068476,"Coquimbo, Chile",usp000ev15,1160676356570,2006-10-13 02:05:56.570,2006
142.664,37.197,9.0,6.0,60466176.0,"off the east coast of Honshu, Japan",usp000euww,1160524684000,2006-10-11 07:58:04.000,2006
-122.373,-56.101,10.0,6.0,60466176.0,southern East Pacific Rise,usp000euve,1160467371950,2006-10-10 16:02:51.950,2006
120.023,20.654,14.0,6.3,98493029.18817906,Philippine Islands region,usp000eus2,1160388107400,2006-10-09 18:01:47.400,2006
169.001,-18.84,161.0,6.3,98493029.18817906,Vanuatu,usp000euee,1159898593430,2006-10-04 02:03:13.430,2006
153.24,46.47,19.0,6.5,134627433.44628906,Kuril Islands,usp000eu7k,1159693562320,2006-10-01 17:06:02.320,2006
153.169,46.185,10.0,6.0,60466176.0,Kuril Islands,usp000eu5g,1159638976100,2006-10-01 01:56:16.100,2006
153.166,46.351,11.0,6.6,156833688.0910795,Kuril Islands,usp000eu5f,1159638623050,2006-10-01 01:50:23.050,2006
-73.16,-15.588,107.0,6.0,60466176.0,southern Peru,usp000eu5d,1159633616120,2006-10-01 00:26:56.120,2006
-61.756,10.876,53.0,6.1,71334291.16628821,"Trinidad region, Trinidad and Tobago",usp000eu2n,1159535306160,2006-09-29 21:08:26.160,2006
-172.033,-16.592,28.0,6.9,244619406.06547612,Samoa Islands region,usp000etzf,1159424529730,2006-09-28 14:22:09.730,2006
-63.149,-26.868,598.3,6.0,60466176.0,"Santiago Del Estero, Argentina",usp000etj9,1158892345640,2006-09-22 10:32:25.640,2006
110.365,-9.05,25.0,6.0,60466176.0,"south of Java, Indonesia",usp000ethq,1158864890050,2006-09-22 02:54:50.050,2006
-67.145,-31.733,137.0,6.2,83929936.58683404,"San Juan, Argentina",usp000et8q,1158485653580,2006-09-17 17:34:13.580,2006
129.441,-3.08,17.0,6.3,98493029.18817906,"Seram, Indonesia",usp000et62,1158399923910,2006-09-16 17:45:23.910,2006
-68.898,-28.944,114.0,6.0,60466176.0,"La Rioja, Argentina",usp000esyx,1158067855660,2006-09-12 21:30:55.660,2006
120.106,-7.219,572.0,6.3,98493029.18817906,Flores Sea,usp000esrb,1157775192060,2006-09-09 12:13:12.060,2006
155.512,-6.759,38.0,6.8,211392282.015721,"Bougainville region, Papua New Guinea",usp000es7n,1157105931600,2006-09-01 18:18:51.600,2006
-67.028,-24.403,184.0,6.6,156833688.0910795,"Salta, Argentina",usp000erpk,1156466686160,2006-08-25 08:44:46.160,2006
157.522,51.148,43.0,6.5,134627433.44628906,"near the east coast of the Kamchatka Peninsula, Russia",usp000erp5,1156456236650,2006-08-25 05:50:36.650,2006
-34.371,-61.029,13.0,7.0,282475249.0,Scotia Sea,usp000erc2,1156045308040,2006-08-20 11:41:48.040,2006
156.415,49.823,26.0,6.0,60466176.0,Kuril Islands,usp000erbz,1156042862410,2006-08-20 11:01:02.410,2006
-176.25,-21.189,154.0,6.1,71334291.16628821,Fiji region,usp000er0y,1155686026770,2006-08-16 07:53:46.770,2006
96.348,2.403,22.0,6.2,83929936.58683404,"Simeulue, Indonesia",usp000eqr2,1155329654370,2006-08-12 04:54:14.370,2006
-101.048,18.541,56.0,6.1,71334291.16628821,"Michoacan, Mexico",usp000eqqe,1155306640150,2006-08-11 22:30:40.150,2006
167.789,-15.798,150.0,6.8,211392282.015721,Vanuatu,usp000eqf9,1154989135090,2006-08-08 06:18:55.090,2006
97.146,1.707,20.0,6.3,98493029.18817906,"Nias region, Indonesia",usp000eppm,1153999000370,2006-07-27 19:16:40.370,2006
123.286,-0.336,28.0,6.0,60466176.0,"Sulawesi, Indonesia",usp000epcn,1153642924160,2006-07-23 16:22:04.160,2006
150.684,-5.474,28.2,6.4,115292150.46068476,"New Britain region, Papua New Guinea",usp000ep3b,1153309738290,2006-07-19 19:48:58.290,2006
105.389,-6.535,45.0,6.1,71334291.16628821,"Sunda Strait, Indonesia",usp000ep36,1153306656880,2006-07-19 18:57:36.880,2006
108.319,-9.42,21.0,6.1,71334291.16628821,"south of Java, Indonesia",usp000enuy,1153151159820,2006-07-17 23:45:59.820,2006
107.76,-9.087,10.0,6.0,60466176.0,"south of Java, Indonesia",usp000ensv,1153127584960,2006-07-17 17:13:04.960,2006
107.419,-9.284,20.0,7.7,732668047.2586203,"south of Java, Indonesia",usp000ensm,1153124366680,2006-07-17 16:19:26.680,2006
-72.543,-28.715,10.0,6.2,83929936.58683404,"off the coast of Atacama, Chile",usp000enqg,1153050161410,2006-07-16 19:42:41.410,2006
-179.312,51.214,22.0,6.6,156833688.0910795,"Andreanof Islands, Aleutian Islands, Alaska",usp000en5e,1152391200980,2006-07-09 04:40:00.980,2006
-173.61,-15.244,35.0,6.0,60466176.0,Tonga,usp000en2g,1152257172530,2006-07-07 15:26:12.530,2006
92.793,6.501,28.8,6.3,98493029.18817906,"Nicobar Islands, India region",usp000eme6,1151431642740,2006-06-28 02:07:22.740,2006
-178.287,-19.865,569.9,6.3,98493029.18817906,Fiji region,usp000emcc,1151377155310,2006-06-27 10:59:15.310,2006
176.158,52.23,17.0,6.2,83929936.58683404,"Rat Islands, Aleutian Islands, Alaska",usp000emca,1151375972900,2006-06-27 10:39:32.900,2006
123.195,-0.39,26.0,6.3,98493029.18817906,"Sulawesi, Indonesia",usp000em69,1151183700920,2006-06-25 05:15:00.920,2006
149.343,45.417,95.0,6.0,60466176.0,Kuril Islands,usp000em03,1150973591570,2006-06-22 18:53:11.570,2006
92.454,6.938,16.0,6.0,60466176.0,"Nicobar Islands, India region",usp000ekxx,1150893292680,2006-06-21 20:34:52.680,2006
-39.702,33.028,9.0,6.0,60466176.0,northern Mid-Atlantic Ridge,usp000ekrd,1150655282100,2006-06-19 02:28:02.100,2006
177.128,51.948,29.1,6.0,60466176.0,"Rat Islands, Aleutian Islands, Alaska",usp000ekax,1150260402420,2006-06-14 12:46:42.420,2006
177.082,51.752,14.0,6.5,134627433.44628906,"Rat Islands, Aleutian Islands, Alaska",usp000ekaq,1150258722510,2006-06-14 12:18:42.510,2006
131.145,33.134,140.0,6.3,98493029.18817906,"Kyushu, Japan",usp000ek60,1150056086350,2006-06-12 04:01:26.350,2006
-178.747,-17.531,564.4,6.1,71334291.16628821,Fiji region,usp000ek01,1149832707770,2006-06-09 13:58:27.770,2006
-28.065,1.175,10.0,6.0,60466176.0,central Mid-Atlantic Ridge,usp000ejr6,1149488827960,2006-06-05 14:27:07.960,2006
-178.701,-20.837,591.6,6.0,60466176.0,Fiji region,usp000ejh4,1149233496460,2006-06-02 15:31:36.460,2006
151.133,-5.724,34.0,6.5,134627433.44628906,"New Britain region, Papua New Guinea",usp000ej4t,1148785928760,2006-05-28 11:12:08.760,2006
110.446,-7.961,12.5,6.3,98493029.18817906,"Java, Indonesia",usp000ej1c,1148684038920,2006-05-27 06:53:58.920,2006
126.811,-4.715,2.8,6.1,71334291.16628821,Banda Sea,usp000ehr1,1148331237410,2006-05-23 04:53:57.410,2006
158.447,54.271,197.0,6.2,83929936.58683404,"Kamchatka Peninsula, Russia",usp000ehpz,1148303282950,2006-05-22 21:08:02.950,2006
165.743,60.772,19.0,6.6,156833688.0910795,"near the east coast of Koryakskiy Avtonomnyy Okrug, Russia",usp000ehph,1148296320800,2006-05-22 19:12:00.800,2006
-85.311,1.55,10.0,6.0,60466176.0,off the coast of Ecuador,usp000ehkr,1148177256430,2006-05-21 10:07:36.430,2006
124.713,-0.143,35.0,6.3,98493029.18817906,Molucca Sea,usp000ehgc,1148049864900,2006-05-19 22:44:24.900,2006
-173.952,-20.634,11.0,6.0,60466176.0,Tonga,usp000ehae,1147835176360,2006-05-17 11:06:16.360,2006
97.05,0.093,12.0,6.8,211392282.015721,"Nias region, Indonesia",usp000eh8s,1147793305920,2006-05-16 23:28:25.920,2006
-179.307,-31.81,152.0,7.4,492399039.73558795,Kermadec Islands region,usp000eh87,1147775963340,2006-05-16 18:39:23.340,2006
-169.256,52.515,18.0,6.4,115292150.46068476,"Fox Islands, Aleutian Islands, Alaska",usp000egqf,1147228971030,2006-05-10 10:42:51.030,2006
78.545,-36.805,10.0,6.1,71334291.16628821,Mid-Indian Ridge,usp000eggk,1147011455170,2006-05-07 22:17:35.170,2006
78.57,-38.62,10.0,6.0,60466176.0,Mid-Indian Ridge,usp000egeb,1146940010540,2006-05-07 02:26:50.540,2006
-174.036,-20.579,11.0,6.0,60466176.0,Tonga,usp000eg8u,1146741926050,2006-05-04 19:25:26.050,2006
-174.123,-20.187,55.0,8.0,1073741824.0,Tonga,usp000eg5g,1146670000290,2006-05-03 23:26:40.290,2006
-71.056,-27.211,12.0,6.5,134627433.44628906,"offshore Atacama, Chile",usp000efw2,1146433258440,2006-05-01 05:40:58.440,2006
